id_mhs,list matkul,rekomendasi matkul
18217001,"KU2061-2013, II4021-2019, II4022-2019, KU4012-2019, KU4070-2019, KU4071-2019, KU4184-2019, II4038-2019, II4051-2019, II4062-2019","II4071-2019, KU4078-2019, II4042-2019, II4022-2013, II4071-2013, II4034-2013, II4051-2013"
18217003,"KU2061-2013, DK3014-2019, II4021-2019, II4022-2019, II4071-2019, KU4072-2019, KU4078-2019, II4038-2019, II4062-2019, KU4096-2019, MB4044-2019","KU2061-2019, II4042-2019, II4022-2013, II4071-2013, II4032-2019, II4034-2013, II4051-2013"
18217004,"KU2061-2013, II4021-2019, II4022-2019, II4042-2019, II4071-2019, KU4072-2019, DP4202-2019, II4062-2019, DP3111-2019, DK3216-2019","KU4078-2019, II4038-2019, II4022-2013, II4071-2013, KU2061-2019, II4034-2013, II4051-2013"
18217005,"KU2061-2013, II4021-2019, II4042-2019, II4071-2019, KU4070-2019, KU4072-2019, KU4078-2019, KU4095-2019, KU4193-2019, II4038-2019, II4062-2019","II4022-2019, II4022-2013, II4071-2013, II4034-2013, II4051-2013, KU2061-2019, II4033-2019"
18217007,"KU2061-2013, II4022-2019, II4032-2019, II4033-2019, KU4012-2019, KU4190-2019, DP4203-2019, II4031-2019, II4035-2019, KU4291-2019, KU4294-2019","II4071-2019, II4021-2019, KU4078-2019, II4062-2019, II4042-2019, II4022-2013, II4038-2019"
18217008,"KU2061-2013, II4021-2019, II4042-2019, II4071-2019, KU4070-2019, KU4072-2019, KU4078-2019, KU4095-2019, II4038-2019, II4062-2019, II4062-2019, KU4291-2019, KU4294-2019","II4022-2013, II4071-2013, II4022-2019, II4034-2013, II4051-2013, KU2061-2019, II4033-2019"
18217009,"DK3014-2019, II4032-2019, II4033-2019, II4071-2019, KU4070-2019, KU4072-2019, KU4078-2019, KU4183-2019, DK4206-2019, II4031-2019, II4038-2019, KU2062-2019, DK4117-2019","II4021-2019, II4022-2019, II4062-2019, II4042-2019, KU2061-2013, KU2061-2019, II4034-2013"
18217010,"KU2061-2013, II4021-2019, II4042-2019, KU4071-2019, KU4078-2019, KU4079-2019, KU4190-2019, II4031-2019, II4034-2019, II4051-2019, II4062-2019","II4071-2019, II4022-2019, II4038-2019, II4022-2013, II4071-2013, II4033-2019, KU4072-2019"
18217011,"KU2061-2013, II4021-2019, II4071-2019, KU4078-2019, KU4079-2019, II4035-2019, II4038-2019, II4051-2019, II4062-2019, KU4291-2019, KU4294-2019","II4022-2019, II4042-2019, KU4072-2019, II4022-2013, II4071-2013, II4033-2019, II4034-2013"
18217012,"KU2061-2013, DK3014-2019, II4021-2019, II4022-2019, II4042-2019, II4071-2019, KU4095-2019, KU4172-2019, DP4202-2019, II4038-2019, KU4273-2019, ME4022-2019","II4062-2019, KU4078-2019, II4022-2013, II4033-2019, KU2061-2019, II4071-2013, KU4072-2019"
18217013,"IF5020-2013, IF5030-2013, KU2063-2013, II4021-2019, II4022-2019, II4032-2019, KU4071-2019, KU4072-2019, KU4078-2019, KU4095-2019, IF6011-2013, II4031-2019, II4038-2019, MB4044-2019","II4071-2019, II4062-2019, II4033-2019, KU2061-2013, II4042-2019, KU2061-2019, II4022-2013"
18217014,"DP3011-2019, II4021-2019, II4032-2019, II4042-2019, II4071-2019, KU4193-2019, DP4202-2019, II4038-2019, KU2062-2019, DP3111-2019, DK3216-2019","II4062-2019, II4022-2019, KU4072-2019, KU4078-2019, II4033-2019, KU2061-2013, II4051-2019"
18217015,"KU2061-2013, II4021-2019, II4032-2019, II4071-2019, KU4071-2019, KU4080-2019, KU4094-2019, DP4202-2019, II4038-2019, II4062-2019, MB4044-2019","II4022-2019, KU4078-2019, II4042-2019, II4022-2013, II4071-2013, KU2061-2019, KU4072-2019"
18217016,"KU2065-2013, DK3016-2019, II4021-2019, II4022-2019, II4033-2019, II4071-2019, DP4202-2019, II4051-2019, KU4096-2019, MB4044-2019","II4062-2019, KU4078-2019, II4038-2019, II4042-2019, KU4072-2019, KU2061-2013, KU2061-2019"
18217017,"II4021-2019, II4022-2019, II4071-2019, KU2061-2019, KU4072-2019, KU4078-2019, KU4193-2019, II4038-2019, II4062-2019, KU4291-2019, KU4294-2019","KU2061-2013, II4042-2019, II4032-2019, II4033-2019, KU4183-2019, DP4202-2019, II4051-2019"
18217018,"II4033-2019, KU2065-2019, KU4072-2019, KU4078-2019, II4038-2019, II4062-2019, II4062-2019","II4071-2019, II4021-2019, II4042-2019, II4022-2019, KU2061-2019, II4031-2019, KU2061-2013"
18217019,"KU2061-2013, II4022-2019, II4042-2019, KU4078-2019, KU4193-2019, II4035-2019, II4038-2019, II4051-2019, II4062-2019, MB4042-2019, MB4044-2019","II4071-2019, II4021-2019, KU4072-2019, II4022-2013, II4071-2013, KU2061-2019, II4034-2013"
18217020,"KU2061-2013, AE4092-2013, II4021-2019, II4022-2019, II4042-2019, II4071-2019, MS4004-2019, DP4202-2019, II4062-2019, DP3111-2019","II4022-2013, II4071-2013, KU4078-2019, II4034-2013, II4051-2013, II4038-2019, KU4193-2019"
18217021,"KU2062-2013, II4021-2019, II4022-2019, II4042-2019, II4071-2019, KU4072-2019, DP4202-2019, II4062-2019, DP3111-2019, DK3216-2019","II4022-2013, II4071-2013, KU4078-2019, II4038-2019, II4051-2013, KU2061-2019, II4034-2013"
18217022,"KU2061-2013, DP3011-2019, II4021-2019, II4022-2019, II4032-2019, II4071-2019, KU4190-2019, DP4202-2019, II4062-2019, DP3111-2019","KU2061-2019, II4022-2013, II4071-2013, KU4078-2019, II4042-2019, II4034-2013, II4051-2013"
18217023,"IF5031-2013, IF5173-2013, II4021-2019, II4071-2019, KU2061-2019, KU4070-2019, KU4095-2019, KU4193-2019, IF6048-2013, II4038-2019, II4051-2019, II4062-2019, KU4291-2019, KU4294-2019","II4022-2019, KU4078-2019, KU2061-2013, KU4072-2019, II4042-2019, IF5011-2013, II4033-2019"
18217024,"KU2063-2013, KU4078-2013, DK3014-2019, II4021-2019, II4022-2019, II4033-2019, II4071-2019, KU4095-2019, DP4202-2019, II4051-2019, DP4004-2019","II4071-2013, II4022-2013, II4042-2019, KU4078-2019, II4051-2013, II4062-2019, KU2061-2013"
18217025,"KU2063-2013, DK3016-2019, II4021-2019, II4033-2019, II4071-2019, KU4072-2019, KU4095-2019, II4038-2019, II4062-2019, MB4044-2019","KU4078-2019, II4022-2019, II4042-2019, II4022-2013, KU2061-2013, KU2061-2019, II4051-2019"
18217026,"KU2061-2013, II4022-2019, II4032-2019, II4033-2019, II4042-2019, II4071-2019, KU4072-2019, II4035-2019, II4038-2019, II4051-2019, II4062-2019, MB4042-2019","II4021-2019, KU4078-2019, KU2061-2019, II4022-2013, II4071-2013, II4034-2013, II4051-2013"
18217027,"KU2061-2013, DK3014-2019, II4021-2019, II4022-2019, II4042-2019, II4071-2019, KU4095-2019, KU4172-2019, DP4202-2019, II4038-2019, KU4273-2019, ME4022-2019","II4062-2019, KU4078-2019, II4022-2013, II4033-2019, KU2061-2019, II4071-2013, KU4072-2019"
18217028,"KU2061-2013, II4021-2019, II4032-2019, II4071-2019, KU4095-2019, DK4206-2019, II4034-2019, II4038-2019, DK4111-2019, DP4004-2019","KU4078-2019, II4022-2013, II4071-2013, II4062-2019, II4042-2019, II4022-2019, II4034-2013"
18217029,"II4021-2019, II4022-2019, II4033-2019, II4042-2019, II4071-2019, KU4071-2019, KU4078-2019, KU4079-2019, KU4193-2019, DK4206-2019, II4038-2019, II4051-2019, II4062-2019, II4062-2019, KU2062-2019","KU4072-2019, KU2061-2013, KU2061-2019, KU4273-2019, II4032-2019, II4035-2019, KU4294-2019"
18217030,"KU2061-2013, II4021-2019, II4022-2019, II4071-2019, KU4095-2019, KU4172-2019, KU4190-2019, KU4193-2019, II4034-2019, II4062-2019, KI3213-2019, SR4204-2019, SR4201-2019","KU4078-2019, II4022-2013, II4071-2013, II4032-2019, II4038-2019, II4042-2019, II4034-2013"
18217031,"KU2061-2013, DP3011-2019, II4021-2019, II4022-2019, II4032-2019, II4071-2019, KU4190-2019, DP4202-2019, II4051-2019, DP3111-2019","II4062-2019, II4022-2013, II4071-2013, KU4078-2019, II4033-2019, II4034-2013, II4051-2013"
18217032,"KU2065-2013, II4021-2019, II4022-2019, II4032-2019, II4042-2019, II4071-2019, KU4072-2019, KU4193-2019, DP4202-2019, II4038-2019, MB4042-2019","II4062-2019, KU4078-2019, KU2061-2013, II4033-2019, KU2061-2019, II4051-2019, II4035-2019"
18217033,"II4021-2019, II4033-2019, II4071-2019, KU2061-2019, KU4070-2019, KU4072-2019, KU4193-2019, II4034-2019, II4035-2019, II4038-2019, II4062-2019, KU4291-2019, KU4294-2019","KU4078-2019, KU2061-2013, II4022-2019, II4042-2019, II4051-2019, II4031-2019, II4032-2019"
18217034,"KU2063-2013, II4021-2019, II4022-2019, II4042-2019, II4071-2019, KU4193-2019, DP4202-2019, II4062-2019, MB4042-2019, MB4044-2019","KU4078-2019, II4038-2019, II4022-2013, KU2061-2013, II4033-2019, KU2061-2019, II4035-2019"
18217035,"II4022-2019, II4033-2019, II4071-2019, KU2061-2019, KU4013-2019, KU4072-2019, KU4078-2019, KU4183-2019","II4021-2019, II4062-2019, II4032-2019, II4042-2019, II4038-2019, II4051-2019, KU2061-2013"
18217036,"KU2061-2013, II4021-2019, II4022-2019, II4042-2019, II4071-2019, KU4070-2019, KU4193-2019, II4038-2019, II4062-2019, MB4042-2019, MB4044-2019","KU4078-2019, II4022-2013, II4071-2013, KU4072-2019, II4034-2013, II4051-2013, II4033-2019"
18217037,"KU2062-2013, II4021-2019, II4022-2019, II4033-2019, II4071-2019, DP4202-2019, II4062-2019, DK4111-2019, MB4042-2019, MB4044-2019","II4022-2013, II4071-2013, KU4078-2019, II4042-2019, KU4072-2019, II4051-2013, II4038-2019"
18217038,"KU2063-2013, II4033-2019, II4071-2019, KU4078-2019, DP4202-2019, II4031-2019, II4035-2019, II4038-2019, II4051-2019, DP4004-2019, MB4044-2019, DK3114-2019","II4021-2019, II4062-2019, II4022-2019, KU4072-2019, II4042-2019, II4022-2013, KU2061-2019"
18217039,"KU2063-2013, KU4071-2013, II4032-2019, II4035-2019, II4062-2019","II4022-2019, II4071-2019, II4021-2019, KU2061-2019, II4042-2019, II4022-2013, KU4078-2019"
18217040,"II4021-2019, II4071-2019, KU2061-2019, KU4072-2019, KU4078-2019, KU4080-2019, II4038-2019, PL3001-2019","II4062-2019, II4022-2019, II4042-2019, II4033-2019, KU2061-2013, II4032-2019, KU4193-2019"
18217041,"KU2063-2013, DK3016-2019, II4021-2019, II4032-2019, II4033-2019, II4042-2019, II4071-2019, DP4202-2019, II4031-2019, II4038-2019, KU4074-2019","II4022-2019, KU4078-2019, II4062-2019, KU4072-2019, II4022-2013, KU4079-2019, KU2061-2013"
18217042,"II4021-2019, II4042-2019, II4071-2019, KU2061-2019, KU4070-2019, KU4072-2019, KU4078-2019, II4038-2019, II4062-2019, KU4291-2019, KU4294-2019","II4022-2019, KU2061-2013, II4033-2019, II4032-2019, KU4273-2019, DK3014-2019, KU4193-2019"
18217043,"KU2063-2013, DP3111-2013, II4021-2019, II4022-2019, II4032-2019, II4071-2019, KU4095-2019, KU4172-2019, KU4190-2019, DP4202-2019, II4051-2019","KU2061-2013, KU4078-2019, II4022-2013, II4033-2019, II4062-2019, II4042-2019, II4038-2019"
18217044,"KU2063-2013, II4021-2019, II4033-2019, II4071-2019, KU4072-2019, KU4095-2019, KU4172-2019, II4031-2019, II4051-2019, KU4074-2019, MB4044-2019","KU4078-2019, II4062-2019, II4022-2019, II4038-2019, II4022-2013, II4042-2019, KU2061-2013"
18217045,"KU2061-2013, DP3011-2019, IF4031-2019, II4021-2019, II4032-2019, II4042-2019, KU4183-2019, ET4043-2019, II4038-2019, II4062-2019","II4071-2019, KU4078-2019, II4022-2019, II4022-2013, II4071-2013, KU2061-2019, KU4072-2019"
18217046,"IF5031-2013, KU2061-2013, IF5173-2013, II4021-2019, II4022-2019, II4071-2019, KU4012-2019, KU4095-2019, IF6048-2013, II4035-2019, II4051-2019, II4062-2019","II4042-2019, II4022-2013, II4071-2013, KU4078-2019, IF5011-2013, II4033-2019, II4034-2013"
18217047,"KU2062-2013, KU4078-2013, DK3016-2019, II4021-2019, II4022-2019, II4033-2019, II4071-2019, KU4095-2019, DP4202-2019, II4051-2019, DP4004-2019","II4071-2013, II4022-2013, II4051-2013, KU4078-2019, II4034-2013, KU2061-2013, II4062-2019"
18217048,"KU2061-2013, II4021-2019, II4022-2019, II4032-2019, II4033-2019, II4071-2019, KU4072-2019, KU4078-2019, KU4079-2019, KU4095-2019, KU4183-2019, KU4190-2019, KU4291-2019, KU4294-2019","II4042-2019, II4062-2019, II4038-2019, II4022-2013, II4071-2013, II4034-2013, KU2061-2019"
18217049,"KU2061-2013, II4021-2019, II4071-2019, KU4072-2019, KU4095-2019, KU4190-2019, KU4193-2019, II4038-2019, II4051-2019, II4062-2019, KU4294-2019","II4022-2019, II4033-2019, KU4291-2019, KU4078-2019, II4022-2013, II4071-2013, II4042-2019"
18218001,"II4021-2019, II4022-2019, II4032-2019, II4033-2019, KU2061-2019, II4031-2019, II4038-2019, MB4044-2019, PL3001-2019, KU4214-2019, DI4004-2019","KU4078-2019, II4062-2019, II4071-2019, II4042-2019, KU2061-2013, KU4072-2019, II4051-2019"
18218002,"II4021-2019, II4071-2019, KU2063-2019, KU4078-2019, KU4079-2019, KU4172-2019, II4062-2019","II4042-2019, II4022-2019, KU4072-2019, II4038-2019, II4033-2019, KU2061-2013, II4039-2019"
18218003,"IF5011-2013, IF5031-2013, IF5134-2013, IF5135-2013, IF5173-2013, II4022-2019, II4042-2019, II4071-2019, KU2061-2019, KU4071-2019, KU4095-2019, II4034-2019, II4035-2019, II4062-2019, KU4096-2019, KU4273-2019","II4021-2019, KU4078-2019, KU2061-2013, IF5131-2013, II4022-2013, II4033-2019, II4038-2019"
18218004,"II4021-2019, II4042-2019, KU2063-2019, KU4071-2019, KU4072-2019, KU4078-2019, KU4079-2019, II4038-2019, II4062-2019","II4071-2019, II4033-2019, II4022-2019, KU2061-2013, II4039-2019, II4032-2019, KU2061-2019"
18218005,"II4021-2019, II4033-2019, II4042-2019, KU2063-2019, KU4070-2019, KU4071-2019, KU4072-2019, KU4078-2019, IF4033-2019, II4031-2019, II4038-2019, II4062-2019, KU4273-2019, MB4044-2019","II4071-2019, II4022-2019, KU2061-2019, KU4079-2019, KU2061-2013, II4039-2019, II4051-2019"
18218006,"DK3014-2019, II4021-2019, II4022-2019, II4042-2019, II4071-2019, KU2061-2019, KU4078-2019, II4038-2019, II4062-2019, MB4044-2019, II4039-2019","KU4072-2019, II4032-2019, KU2061-2013, II4033-2019, KU4193-2019, II4035-2019, KU4294-2019"
18218007,"II4021-2019, II4022-2019, II4033-2019, II4071-2019, KU2062-2019, ME4022-2019, II4039-2019","KU4078-2019, II4062-2019, II4042-2019, KU4072-2019, KU2061-2019, KU2061-2013, II4051-2019"
18218008,"II4021-2019, II4032-2019, II4071-2019, KU2061-2019, KU4172-2019, II4038-2019, II4062-2019, KU4225-2019, KU4291-2019, MB4042-2019, II4039-2019","II4022-2019, KU4294-2019, KU4078-2019, II4042-2019, KU2061-2013, KU4072-2019, II4033-2019"
18218009,"DK3014-2019, II4022-2019, II4032-2019, II4033-2019, II4071-2019, KU2063-2019, KU4078-2019, KU4079-2019, KU4182-2019, II4035-2019, ME4022-2019","II4021-2019, II4042-2019, II4062-2019, KU4072-2019, KU2061-2019, KU2061-2013, II4039-2019"
18218010,"II4022-2019, II4032-2019, II4042-2019, II4071-2019, KU2061-2019, II4035-2019, II4062-2019, KU4225-2019","KU4078-2019, II4021-2019, II4038-2019, II4033-2019, KU2061-2013, KU4072-2019, KU4273-2019"
18218011,"IF5011-2013, IF5031-2013, IF5172-2013, IF5135-2013, IF5173-2013, IF5175-2013, II4022-2019, II4033-2019, II4042-2019, KU2063-2019, KU4078-2019, KU4095-2019, II4035-2019, II4062-2019, IF6047-2013, II4039-2019","II4071-2019, II4021-2019, IF5134-2013, II4022-2013, IF5131-2013, KU2061-2019, II4038-2019"
18218012,"II4022-2019, II4042-2019, II4071-2019, KU2061-2019, KU4072-2019, KU4078-2019, KU4193-2019, PL4001-2019, II4038-2019, II4062-2019, ME4045-2019","II4021-2019, II4032-2019, KU2061-2013, II4033-2019, II4035-2019, KU4273-2019, DK3014-2019"
18218013,"IF5011-2013, IF5031-2013, IF5172-2013, IF5173-2013, IF5175-2013, DK3014-2019, II4021-2019, II4033-2019, II4042-2019, KU4071-2019, KU4072-2019, KU4078-2019, IF6046-2013, II4038-2019, II4062-2019, KU2062-2019, KU4273-2019","II4071-2019, II4022-2019, KU2061-2019, KU4079-2019, KU2061-2013, II4031-2019, II4051-2019"
18218014,"II4022-2019, II4032-2019, II4033-2019, II4071-2019, II4062-2019, KU2062-2019","KU2061-2019, II4021-2019, KU4078-2019, II4042-2019, KU4072-2019, II4038-2019, KU2061-2013"
18218015,"II4021-2019, II4033-2019, II4042-2019, II4071-2019, KU2064-2019, KU4072-2019, KU4078-2019, KU4079-2019, KU4172-2019, II4038-2019, II4062-2019, KU4273-2019","KU2061-2019, II4022-2019, KU2061-2013, II4032-2019, II4051-2019, KU4294-2019, KU4291-2019"
18218016,"IF5031-2013, IF5131-2013, IF5133-2013, IF5134-2013, IF5135-2013, DK3014-2019, II4021-2019, II4022-2019, II4042-2019, II4071-2019, KU4078-2019, KU4183-2019, KU4193-2019, II4062-2019, KU2062-2019, KU4294-2019","IF5173-2013, II4038-2019, II4022-2013, KU2061-2019, KU4291-2019, II4032-2019, KU4072-2019"
18218017,"II4021-2019, II4022-2019, II4033-2019, II4071-2019, KU2063-2019, KU4071-2019, KU4072-2019, KU4078-2019, KU4184-2019, II4051-2019, KU4096-2019","II4038-2019, II4042-2019, II4062-2019, KU2061-2019, II4032-2019, II4039-2019, KU2061-2013"
18218018,"II4021-2019, II4022-2019, II4032-2019, KU2061-2019, KU4072-2019, KU4078-2019, II4031-2019, II4035-2019, II4062-2019, KU4273-2019, MB4044-2019","II4071-2019, II4042-2019, II4038-2019, II4033-2019, KU2061-2013, KU4183-2019, II4034-2013"
18218019,"II4021-2019, II4022-2019, II4032-2019, II4042-2019, KU2061-2019, KU4071-2019, KU4078-2019, II4035-2019, II4038-2019, II4062-2019, KU4074-2019, KU4281-2019, II4039-2019","II4071-2019, KU4072-2019, KU4183-2019, KU2061-2013, II4034-2013, II4033-2019, KU4095-2013"
18218020,"IF4031-2019, II4022-2019, II4032-2019, II4042-2019, II4071-2019, KU2061-2019, KU4072-2019, KU4078-2019, II4038-2019, II4062-2019","II4021-2019, KU2061-2013, II4033-2019, KU4183-2019, II4035-2019, KU4273-2019, DK3014-2019"
18218021,"IF5011-2013, IF5031-2013, IF5172-2013, IF5173-2013, IF5175-2013, DK3014-2019, II4021-2019, II4022-2019, II4033-2019, II4042-2019, KU4079-2019, DP4203-2019, IF6046-2013, II4035-2019, II4062-2019, KU2062-2019, KU4291-2019, IF6047-2013","II4071-2019, II4038-2019, KU4078-2019, KU4294-2019, KU4072-2019, KU2061-2013, II4039-2019"
18218022,"AS2005-2019, II4021-2019, II4033-2019, II4042-2019, II4071-2019, KU2061-2019, KU4071-2019, KU4072-2019, KU4094-2019, KU4182-2019, II4051-2019, KU4273-2019","KU4078-2019, II4038-2019, II4022-2019, II4062-2019, KU4079-2019, KU2061-2013, DK3014-2019"
18218023,"DK3014-2019, II4021-2019, II4022-2019, II4033-2019, II4042-2019, II4071-2019, KU2061-2019, KU4078-2019, KU4193-2019, II4031-2019, II4062-2019","II4038-2019, KU4072-2019, II4032-2019, KU2061-2013, KU4079-2019, II4051-2019, KU4273-2019"
18218026,"DK3014-2019, DP3011-2019, II4021-2019, II4042-2019, II4071-2019, KU2061-2019, DP4203-2019, II4038-2019, II4062-2019, DP4004-2019","II4022-2019, KU4078-2019, KU4072-2019, KU2061-2013, II4039-2019, KU4294-2019, KU4291-2019"
18218027,"DK3014-2019, II4022-2019, II4032-2019, II4042-2019, II4071-2019, KU2061-2019, KU4072-2019, KU4078-2019, II4062-2019, MB4044-2019, II4039-2019","II4038-2019, II4021-2019, II4033-2019, KU4183-2019, KU2061-2013, II4035-2019, KU4273-2019"
18218028,"II4021-2019, II4022-2019, II4042-2019, II4071-2019, KU4071-2019, KU4079-2019, KU4095-2019, KU4172-2019, KU4182-2019, KU4183-2019, II4051-2019, KU2062-2019","KU4078-2019, II4033-2019, II4062-2019, II4038-2019, II4032-2019, KU2061-2013, KU4072-2019"
18218029,"II4021-2019, II4022-2019, II4033-2019, II4042-2019, II4071-2019, KU2061-2019, KU4071-2019, KU4078-2019, KU4172-2019, KU4182-2019, KU4183-2019, KU4273-2019","II4062-2019, KU4072-2019, II4032-2019, II4038-2019, KU4079-2019, KU2061-2013, II4034-2013"
18218030,"IF5031-2013, IF5172-2013, IF5173-2013, IF5175-2013, DK3014-2019, II4021-2019, II4071-2019, KU2061-2019, KU4095-2019, KU4184-2019, II4031-2019, II4035-2019, II4062-2019, KU4225-2019, MB4044-2019, IF6047-2013","II4042-2019, II4033-2019, KU4078-2019, II4022-2019, II4038-2019, IF5011-2013, KU2061-2013"
18218031,"II4021-2019, II4022-2019, II4032-2019, II4071-2019, KU2061-2019, KU4071-2019, KU4072-2019, KU4078-2019, KU4079-2019, KU4183-2019, II4062-2019, KU4294-2019","II4038-2019, II4042-2019, KU4291-2019, II4034-2013, II4033-2019, KU2061-2013, KU4193-2019"
18218032,"II4021-2019, II4033-2019, II4042-2019, II4071-2019, KU2063-2019, KU4072-2019, KU4078-2019, KU4079-2019, KU4172-2019, II4038-2019, II4062-2019","II4022-2019, KU2061-2013, KU2061-2019, II4039-2019, KU4273-2019, II4032-2019, II4051-2019"
18218033,"DK3014-2019, II4021-2019, II4042-2019, KU2063-2019, KU4078-2019, KU4184-2019, II4031-2019, II4051-2019, II4062-2019, KU4294-2019, II4039-2019","II4071-2019, II4038-2019, KU2061-2013, II4022-2019, KU4291-2019, KU4072-2019, II4033-2019"
18218034,"II4021-2019, II4022-2019, II4033-2019, II4042-2019, II4071-2019, KU2065-2019, KU4079-2019, DP4203-2019, IF4033-2019, II4038-2019, II4051-2019","KU4078-2019, II4062-2019, KU4072-2019, KU2061-2013, II4039-2019, KU2061-2019, KU4273-2019"
18218035,"II4032-2019, KU2061-2019, KU4070-2019, KU4071-2019, KU4072-2019, II4031-2019, II4034-2019, DK3216-2019","II4021-2019, II4022-2019, KU4078-2019, II4071-2019, II4062-2019, KU2061-2013, II4038-2019"
18218036,"II4022-2019, II4032-2019, II4033-2019, II4071-2019, KU2061-2019, KU4072-2019, KU4078-2019, II4062-2019, KU4225-2019","II4021-2019, II4038-2019, II4042-2019, II4051-2019, KU4183-2019, KU2061-2013, KU4193-2019"
18218037,"II4022-2019, II4033-2019, II4071-2019, II4062-2019, KU2062-2019, ME4022-2019, II4039-2019","II4021-2019, KU4078-2019, II4042-2019, KU4072-2019, KU2061-2019, II4038-2019, KU2061-2013"
18218038,"DK3014-2019, II4021-2019, II4033-2019, II4042-2019, II4071-2019, KU2061-2019, KU4072-2019, KU4078-2019, II4051-2019, KU4273-2019, SR4205-2019","II4038-2019, II4022-2019, II4062-2019, KU4079-2019, KU2061-2013, KU4095-2019, II4032-2019"
18218039,"DK3014-2019, DP3011-2019, II4021-2019, II4022-2019, II4042-2019, II4071-2019, KU2061-2019, KU4078-2019, DP4203-2019, II4051-2019, KU4273-2019","II4062-2019, II4033-2019, KU4072-2019, II4038-2019, II4039-2019, II4032-2019, KU2061-2013"
